t,x,y,z,yaw
1788515968.364025,0.317298,0.092013,0.000000,-0.048618
1788515968.427499,0.319240,0.094721,0.000000,-0.052747
1788515968.494387,0.320266,0.096690,0.000000,-0.053695
1788515968.561877,0.321632,0.097796,0.000000,-0.053695
1788515968.629696,0.323214,0.099489,0.000000,-0.052195
1788515968.697387,0.324941,0.100948,0.000000,-0.048806
1788515968.760654,0.325693,0.101415,0.000000,-0.048806
1788515968.828439,0.327383,0.102751,0.000000,-0.042225
1788515968.896252,0.328844,0.103466,0.000000,-0.039261
1788515968.963628,0.329439,0.103089,0.000000,-0.039261
1788515969.031367,0.330804,0.103206,0.000000,-0.029305
1788515969.099134,0.331037,0.101477,0.000000,-0.022160
1788515969.162712,0.331711,0.101732,0.000000,-0.022160
1788515969.230039,0.331783,0.101033,0.000000,-0.020806
1788515969.298548,0.331976,0.101591,0.000000,-0.022942
1788515969.365472,0.331571,0.101415,0.000000,-0.022942
1788515969.430014,0.330562,0.103191,0.000000,-0.027047
1788515969.497205,0.329173,0.106373,0.000000,-0.033792
1788515969.565111,0.326408,0.107635,0.000000,-0.033792
1788515969.632155,0.323532,0.106999,0.000000,-0.032304
1788515969.695397,0.318431,0.107186,0.000000,-0.029172
1788515969.764224,0.314959,0.109127,0.000000,-0.029172
1788515969.830487,0.310416,0.113475,0.000000,-0.029578
1788515969.898517,0.306073,0.116344,0.000000,-0.027864
1788515969.962761,0.302079,0.117758,0.000000,-0.027864
1788515970.030731,0.295668,0.118731,0.000000,-0.028914
1788515970.097043,0.292104,0.120412,0.000000,-0.028914
1788515970.164812,0.287502,0.122095,0.000000,-0.032434
1788515970.228622,0.281127,0.122591,0.000000,-0.043062
1788515970.295878,0.276627,0.122853,0.000000,-0.043062
1788515970.363485,0.270025,0.120659,0.000000,-0.049386
1788515970.431327,0.266375,0.120193,0.000000,-0.055381
1788515970.495330,0.263270,0.119964,0.000000,-0.055381
1788515970.562743,0.259986,0.118135,0.000000,-0.059159
1788515970.630301,0.255899,0.117093,0.000000,-0.064040
1788515970.694204,0.254617,0.116456,0.000000,-0.064040
